2020回撤窗口收益,2020回撤窗口最大回撤,信号切换次数,单周股指变化上限,回测区间,基础股指仓位,夏普比率,实验分组,平均周换手,平均资金占用,年化收益,年化波动,方案名称,最大单周换手,最大回撤,月度胜率,期末净值,目标波动,股指平均仓位,股指最大仓位,股指模式,风险预算
-7.89%,-8.26%,23,,2026年,50.00%,1.37,固定仓位比例测试,7.65%,13.92%,16.17%,11.43%,固定仓位_50%,100.00%,-3.46%,66.67%,1.0339,,24.88%,50.00%,fixed,
-6.44%,-6.54%,23,,全局 (Total),10.00%,1.88,波动率调整测试,6.22%,12.87%,9.76%,5.02%,波动率调整_10%_目标8%,68.04%,-6.90%,72.73%,2.0896,8.00%,2.22%,7.45%,vol_scaled,
-6.44%,-6.54%,23,,训练期 (2018-2020),10.00%,1.62,波动率调整测试,6.22%,13.49%,8.10%,4.89%,波动率调整_10%_目标8%,68.04%,-6.90%,69.44%,1.2515,8.00%,2.22%,7.45%,vol_scaled,
-6.44%,-6.54%,23,,验证期 (2021-2026),10.00%,2.02,波动率调整测试,6.22%,12.51%,10.72%,5.10%,波动率调整_10%_目标8%,68.04%,-4.98%,74.60%,1.6696,8.00%,2.22%,7.45%,vol_scaled,
-6.44%,-6.54%,23,,2018年,10.00%,1.15,波动率调整测试,6.22%,13.04%,5.07%,4.36%,波动率调整_10%_目标8%,68.04%,-3.45%,66.67%,1.0480,8.00%,2.22%,7.45%,vol_scaled,
-6.44%,-6.54%,23,,2019年,10.00%,2.78,波动率调整测试,6.22%,13.85%,10.58%,3.64%,波动率调整_10%_目标8%,68.04%,-1.89%,75.00%,1.1022,8.00%,2.22%,7.45%,vol_scaled,
-6.44%,-6.54%,23,,2020年,10.00%,1.35,波动率调整测试,6.22%,13.58%,8.67%,6.29%,波动率调整_10%_目标8%,68.04%,-6.90%,66.67%,1.0834,8.00%,2.22%,7.45%,vol_scaled,
-6.44%,-6.54%,23,,2021年,10.00%,2.04,波动率调整测试,6.22%,14.03%,12.57%,5.89%,波动率调整_10%_目标8%,68.04%,-3.42%,66.67%,1.1209,8.00%,2.22%,7.45%,vol_scaled,
-6.44%,-6.54%,23,,2022年,10.00%,1.27,波动率调整测试,6.22%,11.88%,7.91%,6.16%,波动率调整_10%_目标8%,68.04%,-4.98%,66.67%,1.0759,8.00%,2.22%,7.45%,vol_scaled,
-6.44%,-6.54%,23,,2023年,10.00%,2.95,波动率调整测试,6.22%,12.12%,10.42%,3.38%,波动率调整_10%_目标8%,68.04%,-2.05%,75.00%,1.0999,8.00%,2.22%,7.45%,vol_scaled,
-6.44%,-6.54%,23,,2024年,10.00%,2.39,波动率调整测试,6.22%,11.25%,11.12%,4.45%,波动率调整_10%_目标8%,68.04%,-2.69%,75.00%,1.1065,8.00%,2.22%,7.45%,vol_scaled,
-6.44%,-6.54%,23,,2025年,10.00%,1.80,波动率调整测试,6.22%,13.09%,8.72%,4.71%,波动率调整_10%_目标8%,68.04%,-2.88%,83.33%,1.0840,8.00%,2.22%,7.45%,vol_scaled,
-6.44%,-6.54%,23,,2026年,10.00%,3.28,波动率调整测试,6.22%,13.17%,24.25%,6.68%,波动率调整_10%_目标8%,68.04%,-2.41%,100.00%,1.0494,8.00%,2.22%,7.45%,vol_scaled,
-6.49%,-6.60%,23,,全局 (Total),10.00%,1.89,波动率调整测试,6.27%,12.87%,9.85%,5.05%,波动率调整_10%_目标10%,66.86%,-6.94%,72.73%,2.1030,10.00%,2.77%,9.31%,vol_scaled,
-6.49%,-6.60%,23,,训练期 (2018-2020),10.00%,1.63,波动率调整测试,6.27%,13.49%,8.27%,4.94%,波动率调整_10%_目标10%,66.86%,-6.94%,72.22%,1.2572,10.00%,2.77%,9.31%,vol_scaled,
-6.49%,-6.60%,23,,验证期 (2021-2026),10.00%,2.03,波动率调整测试,6.27%,12.51%,10.77%,5.11%,波动率调整_10%_目标10%,66.86%,-4.98%,73.02%,1.6727,10.00%,2.77%,9.31%,vol_scaled,
-6.49%,-6.60%,23,,2018年,10.00%,1.13,波动率调整测试,6.27%,13.03%,4.98%,4.39%,波动率调整_10%_目标10%,66.86%,-3.45%,66.67%,1.0472,10.00%,2.77%,9.31%,vol_scaled,
-6.49%,-6.60%,23,,2019年,10.00%,2.80,波动率调整测试,6.27%,13.86%,10.89%,3.71%,波动率调整_10%_目标10%,66.86%,-1.96%,83.33%,1.1052,10.00%,2.77%,9.31%,vol_scaled,
-6.49%,-6.60%,23,,2020年,10.00%,1.39,波动率调整测试,6.27%,13.58%,8.96%,6.34%,波动率调整_10%_目标10%,66.86%,-6.94%,66.67%,1.0862,10.00%,2.77%,9.31%,vol_scaled,
-6.49%,-6.60%,23,,2021年,10.00%,2.02,波动率调整测试,6.27%,14.04%,12.44%,5.90%,波动率调整_10%_目标10%,66.86%,-3.39%,66.67%,1.1197,10.00%,2.77%,9.31%,vol_scaled,
-6.49%,-6.60%,23,,2022年,10.00%,1.26,波动率调整测试,6.27%,11.88%,7.84%,6.17%,波动率调整_10%_目标10%,66.86%,-4.98%,66.67%,1.0752,10.00%,2.77%,9.31%,vol_scaled,
-6.49%,-6.60%,23,,2023年,10.00%,2.94,波动率调整测试,6.27%,12.12%,10.41%,3.39%,波动率调整_10%_目标10%,66.86%,-2.05%,66.67%,1.0998,10.00%,2.77%,9.31%,vol_scaled,
-6.49%,-6.60%,23,,2024年,10.00%,2.39,波动率调整测试,6.27%,11.25%,11.17%,4.48%,波动率调整_10%_目标10%,66.86%,-2.69%,75.00%,1.1071,10.00%,2.77%,9.31%,vol_scaled,
-6.49%,-6.60%,23,,2025年,10.00%,1.87,波动率调整测试,6.27%,13.10%,9.13%,4.73%,波动率调整_10%_目标10%,66.86%,-2.87%,83.33%,1.0879,10.00%,2.77%,9.31%,vol_scaled,
-6.49%,-6.60%,23,,2026年,10.00%,3.23,波动率调整测试,6.27%,13.19%,24.05%,6.74%,波动率调整_10%_目标10%,66.86%,-2.44%,100.00%,1.0491,10.00%,2.77%,9.31%,vol_scaled,
-6.55%,-6.66%,23,,全局 (Total),10.00%,1.89,波动率调整测试,6.31%,12.87%,9.92%,5.08%,波动率调整_10%_目标12%,65.67%,-6.98%,72.73%,2.1144,12.00%,3.31%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,训练期 (2018-2020),10.00%,1.65,波动率调整测试,6.31%,13.49%,8.44%,4.99%,波动率调整_10%_目标12%,65.67%,-6.98%,72.22%,1.2629,12.00%,3.31%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,验证期 (2021-2026),10.00%,2.02,波动率调整测试,6.31%,12.52%,10.79%,5.13%,波动率调整_10%_目标12%,65.67%,-4.98%,73.02%,1.6742,12.00%,3.31%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,2018年,10.00%,1.10,波动率调整测试,6.31%,13.03%,4.90%,4.42%,波动率调整_10%_目标12%,65.67%,-3.45%,66.67%,1.0464,12.00%,3.31%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,2019年,10.00%,2.82,波动率调整测试,6.31%,13.86%,11.20%,3.79%,波动率调整_10%_目标12%,65.67%,-2.03%,83.33%,1.1082,12.00%,3.31%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,2020年,10.00%,1.41,波动率调整测试,6.31%,13.58%,9.25%,6.40%,波动率调整_10%_目标12%,65.67%,-6.98%,66.67%,1.0890,12.00%,3.31%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,2021年,10.00%,1.99,波动率调整测试,6.31%,14.04%,12.31%,5.91%,波动率调整_10%_目标12%,65.67%,-3.36%,66.67%,1.1184,12.00%,3.31%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,2022年,10.00%,1.25,波动率调整测试,6.31%,11.88%,7.78%,6.17%,波动率调整_10%_目标12%,65.67%,-4.98%,66.67%,1.0746,12.00%,3.31%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,2023年,10.00%,2.92,波动率调整测试,6.31%,12.13%,10.40%,3.41%,波动率调整_10%_目标12%,65.67%,-2.05%,66.67%,1.0997,12.00%,3.31%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,2024年,10.00%,2.38,波动率调整测试,6.31%,11.26%,11.23%,4.51%,波动率调整_10%_目标12%,65.67%,-2.69%,75.00%,1.1076,12.00%,3.31%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,2025年,10.00%,1.92,波动率调整测试,6.31%,13.11%,9.42%,4.75%,波动率调整_10%_目标12%,65.67%,-2.86%,83.33%,1.0907,12.00%,3.31%,10.00%,vol_scaled,
-6.55%,-6.66%,23,,2026年,10.00%,3.18,波动率调整测试,6.31%,13.21%,23.85%,6.80%,波动率调整_10%_目标12%,65.67%,-2.48%,100.00%,1.0487,12.00%,3.31%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,全局 (Total),10.00%,1.89,波动率调整测试,6.34%,12.88%,10.02%,5.13%,波动率调整_10%_目标15%,65.51%,-6.99%,71.72%,2.1286,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,训练期 (2018-2020),10.00%,1.67,波动率调整测试,6.34%,13.49%,8.69%,5.07%,波动率调整_10%_目标15%,65.51%,-6.99%,72.22%,1.2712,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,验证期 (2021-2026),10.00%,2.01,波动率调整测试,6.34%,12.52%,10.79%,5.16%,波动率调整_10%_目标15%,65.51%,-4.98%,71.43%,1.6745,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2018年,10.00%,1.06,波动率调整测试,6.34%,13.02%,4.77%,4.47%,波动率调整_10%_目标15%,65.51%,-3.60%,66.67%,1.0452,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2019年,10.00%,2.83,波动率调整测试,6.34%,13.88%,11.60%,3.91%,波动率调整_10%_目标15%,65.51%,-2.13%,83.33%,1.1121,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2020年,10.00%,1.47,波动率调整测试,6.34%,13.58%,9.73%,6.48%,波动率调整_10%_目标15%,65.51%,-6.99%,66.67%,1.0937,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2021年,10.00%,1.95,波动率调整测试,6.34%,14.05%,12.11%,5.94%,波动率调整_10%_目标15%,65.51%,-3.33%,66.67%,1.1165,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2022年,10.00%,1.23,波动率调整测试,6.34%,11.89%,7.68%,6.17%,波动率调整_10%_目标15%,65.51%,-4.98%,66.67%,1.0736,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2023年,10.00%,2.95,波动率调整测试,6.34%,12.13%,10.53%,3.41%,波动率调整_10%_目标15%,65.51%,-2.05%,66.67%,1.1009,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2024年,10.00%,2.37,波动率调整测试,6.34%,11.26%,11.31%,4.56%,波动率调整_10%_目标15%,65.51%,-2.69%,75.00%,1.1084,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2025年,10.00%,1.94,波动率调整测试,6.34%,13.12%,9.57%,4.77%,波动率调整_10%_目标15%,65.51%,-2.86%,75.00%,1.0921,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2026年,10.00%,3.11,波动率调整测试,6.34%,13.23%,23.61%,6.89%,波动率调整_10%_目标15%,65.51%,-2.52%,100.00%,1.0482,15.00%,3.97%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,全局 (Total),10.00%,1.89,波动率调整测试,6.33%,12.88%,10.08%,5.16%,波动率调整_10%_目标18%,65.51%,-6.99%,72.73%,2.1375,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,训练期 (2018-2020),10.00%,1.67,波动率调整测试,6.33%,13.50%,8.83%,5.14%,波动率调整_10%_目标18%,65.51%,-6.99%,72.22%,1.2760,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,验证期 (2021-2026),10.00%,2.01,波动率调整测试,6.33%,12.53%,10.80%,5.18%,波动率调整_10%_目标18%,65.51%,-4.98%,73.02%,1.6751,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2018年,10.00%,1.05,波动率调整测试,6.33%,13.02%,4.72%,4.50%,波动率调整_10%_目标18%,65.51%,-3.66%,66.67%,1.0447,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2019年,10.00%,2.81,波动率调整测试,6.33%,13.89%,11.89%,4.02%,波动率调整_10%_目标18%,65.51%,-2.23%,83.33%,1.1149,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2020年,10.00%,1.48,波动率调整测试,6.33%,13.58%,9.93%,6.54%,波动率调整_10%_目标18%,65.51%,-6.99%,66.67%,1.0956,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2021年,10.00%,1.93,波动率调整测试,6.33%,14.05%,12.01%,5.97%,波动率调整_10%_目标18%,65.51%,-3.30%,66.67%,1.1156,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2022年,10.00%,1.21,波动率调整测试,6.33%,11.89%,7.58%,6.17%,波动率调整_10%_目标18%,65.51%,-4.98%,66.67%,1.0726,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2023年,10.00%,2.99,波动率调整测试,6.33%,12.13%,10.65%,3.41%,波动率调整_10%_目标18%,65.51%,-2.05%,75.00%,1.1021,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2024年,10.00%,2.36,波动率调整测试,6.33%,11.26%,11.39%,4.62%,波动率调整_10%_目标18%,65.51%,-2.69%,75.00%,1.1092,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2025年,10.00%,1.95,波动率调整测试,6.33%,13.13%,9.66%,4.79%,波动率调整_10%_目标18%,65.51%,-2.86%,75.00%,1.0930,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2026年,10.00%,3.07,波动率调整测试,6.33%,13.25%,23.36%,6.91%,波动率调整_10%_目标18%,65.51%,-2.52%,100.00%,1.0478,18.00%,4.45%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,全局 (Total),10.00%,1.88,波动率调整测试,6.31%,12.88%,10.09%,5.18%,波动率调整_10%_目标20%,65.51%,-6.99%,72.73%,2.1395,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,训练期 (2018-2020),10.00%,1.67,波动率调整测试,6.31%,13.50%,8.86%,5.17%,波动率调整_10%_目标20%,65.51%,-6.99%,72.22%,1.2769,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,验证期 (2021-2026),10.00%,2.00,波动率调整测试,6.31%,12.53%,10.80%,5.19%,波动率调整_10%_目标20%,65.51%,-4.98%,73.02%,1.6755,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2018年,10.00%,1.05,波动率调整测试,6.31%,13.02%,4.73%,4.51%,波动率调整_10%_目标20%,65.51%,-3.66%,66.67%,1.0448,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2019年,10.00%,2.78,波动率调整测试,6.31%,13.90%,11.94%,4.08%,波动率调整_10%_目标20%,65.51%,-2.30%,83.33%,1.1154,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2020年,10.00%,1.48,波动率调整测试,6.31%,13.58%,9.95%,6.57%,波动率调整_10%_目标20%,65.51%,-6.99%,66.67%,1.0958,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2021年,10.00%,1.92,波动率调整测试,6.31%,14.06%,11.98%,5.98%,波动率调整_10%_目标20%,65.51%,-3.30%,66.67%,1.1153,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2022年,10.00%,1.20,波动率调整测试,6.31%,11.89%,7.52%,6.17%,波动率调整_10%_目标20%,65.51%,-4.98%,66.67%,1.0721,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2023年,10.00%,3.00,波动率调整测试,6.31%,12.13%,10.69%,3.41%,波动率调整_10%_目标20%,65.51%,-2.05%,75.00%,1.1024,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2024年,10.00%,2.35,波动率调整测试,6.31%,11.26%,11.45%,4.65%,波动率调整_10%_目标20%,65.51%,-2.69%,75.00%,1.1097,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2025年,10.00%,1.96,波动率调整测试,6.31%,13.14%,9.70%,4.79%,波动率调整_10%_目标20%,65.51%,-2.86%,75.00%,1.0934,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2026年,10.00%,3.07,波动率调整测试,6.31%,13.26%,23.32%,6.91%,波动率调整_10%_目标20%,65.51%,-2.52%,100.00%,1.0477,20.00%,4.63%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,全局 (Total),10.00%,1.88,波动率调整测试,6.27%,12.89%,10.12%,5.21%,波动率调整_10%_目标25%,65.51%,-6.99%,71.72%,2.1444,25.00%,4.90%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,训练期 (2018-2020),10.00%,1.65,波动率调整测试,6.27%,13.51%,8.88%,5.22%,波动率调整_10%_目标25%,65.51%,-6.99%,69.44%,1.2777,25.00%,4.90%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,验证期 (2021-2026),10.00%,2.00,波动率调整测试,6.27%,12.53%,10.84%,5.21%,波动率调整_10%_目标25%,65.51%,-4.98%,73.02%,1.6783,25.00%,4.90%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2018年,10.00%,1.05,波动率调整测试,6.27%,13.02%,4.74%,4.52%,波动率调整_10%_目标25%,65.51%,-3.66%,66.67%,1.0449,25.00%,4.90%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2019年,10.00%,2.71,波动率调整测试,6.27%,13.91%,11.95%,4.20%,波动率调整_10%_目标25%,65.51%,-2.47%,75.00%,1.1155,25.00%,4.90%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2020年,10.00%,1.47,波动率调整测试,6.27%,13.59%,10.00%,6.63%,波动率调整_10%_目标25%,65.51%,-6.99%,66.67%,1.0963,25.00%,4.90%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2021年,10.00%,1.91,波动率调整测试,6.27%,14.06%,11.96%,6.00%,波动率调整_10%_目标25%,65.51%,-3.30%,66.67%,1.1151,25.00%,4.90%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2022年,10.00%,1.20,波动率调整测试,6.27%,11.89%,7.51%,6.17%,波动率调整_10%_目标25%,65.51%,-4.98%,66.67%,1.0720,25.00%,4.90%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2023年,10.00%,3.00,波动率调整测试,6.27%,12.13%,10.69%,3.41%,波动率调整_10%_目标25%,65.51%,-2.05%,75.00%,1.1024,25.00%,4.90%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2024年,10.00%,2.33,波动率调整测试,6.27%,11.26%,11.58%,4.75%,波动率调整_10%_目标25%,65.51%,-2.69%,75.00%,1.1110,25.00%,4.90%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2025年,10.00%,1.97,波动率调整测试,6.27%,13.14%,9.78%,4.79%,波动率调整_10%_目标25%,65.51%,-2.86%,75.00%,1.0942,25.00%,4.90%,10.00%,vol_scaled,
-6.56%,-6.67%,23,,2026年,10.00%,3.07,波动率调整测试,6.27%,13.26%,23.31%,6.91%,波动率调整_10%_目标25%,65.51%,-2.52%,100.00%,1.0477,25.00%,4.90%,10.00%,vol_scaled,
-6.36%,-6.44%,23,,全局 (Total),10.00%,1.87,风险预算测试,6.25%,12.86%,9.70%,5.02%,风险预算_10%_预算15%,70.81%,-6.85%,72.73%,2.0811,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,训练期 (2018-2020),10.00%,1.63,风险预算测试,6.25%,13.49%,8.14%,4.88%,风险预算_10%_预算15%,70.81%,-6.85%,69.44%,1.2528,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,验证期 (2021-2026),10.00%,2.00,风险预算测试,6.25%,12.50%,10.61%,5.10%,风险预算_10%_预算15%,70.81%,-4.98%,74.60%,1.6612,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2018年,10.00%,1.18,风险预算测试,6.25%,13.04%,5.15%,4.34%,风险预算_10%_预算15%,70.81%,-3.45%,66.67%,1.0488,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2019年,10.00%,2.74,风险预算测试,6.25%,13.84%,10.21%,3.57%,风险预算_10%_预算15%,70.81%,-1.86%,75.00%,1.0987,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2020年,10.00%,1.40,风险预算测试,6.25%,13.58%,9.05%,6.33%,风险预算_10%_预算15%,70.81%,-6.85%,66.67%,1.0872,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2021年,10.00%,2.02,风险预算测试,6.25%,14.03%,12.43%,5.90%,风险预算_10%_预算15%,70.81%,-3.40%,66.67%,1.1196,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2022年,10.00%,1.25,风险预算测试,6.25%,11.88%,7.81%,6.17%,风险预算_10%_预算15%,70.81%,-4.98%,66.67%,1.0749,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2023年,10.00%,3.01,风险预算测试,6.25%,12.11%,10.59%,3.37%,风险预算_10%_预算15%,70.81%,-2.05%,75.00%,1.1014,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2024年,10.00%,2.39,风险预算测试,6.25%,11.25%,11.12%,4.46%,风险预算_10%_预算15%,70.81%,-2.69%,75.00%,1.1065,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2025年,10.00%,1.70,风险预算测试,6.25%,13.08%,8.20%,4.70%,风险预算_10%_预算15%,70.81%,-2.90%,83.33%,1.0789,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2026年,10.00%,3.32,风险预算测试,6.25%,13.15%,24.38%,6.65%,风险预算_10%_预算15%,70.81%,-2.39%,100.00%,1.0497,,2.02%,7.67%,risk_budget,15.00%
-6.41%,-6.50%,23,,全局 (Total),10.00%,1.88,风险预算测试,6.33%,12.87%,9.82%,5.06%,风险预算_10%_预算20%,70.01%,-6.88%,71.72%,2.0982,,2.81%,10.00%,risk_budget,20.00%
-6.41%,-6.50%,23,,训练期 (2018-2020),10.00%,1.65,风险预算测试,6.33%,13.49%,8.41%,4.96%,风险预算_10%_预算20%,70.01%,-6.88%,69.44%,1.2618,,2.81%,10.00%,risk_budget,20.00%
-6.41%,-6.50%,23,,验证期 (2021-2026),10.00%,2.00,风险预算测试,6.33%,12.51%,10.63%,5.12%,风险预算_10%_预算20%,70.01%,-4.98%,73.02%,1.6629,,2.81%,10.00%,risk_budget,20.00%
-6.41%,-6.50%,23,,2018年,10.00%,1.15,风险预算测试,6.33%,13.04%,5.05%,4.38%,风险预算_10%_预算20%,70.01%,-3.45%,66.67%,1.0479,,2.81%,10.00%,risk_budget,20.00%
-6.41%,-6.50%,23,,2019年,10.00%,2.77,风险预算测试,6.33%,13.85%,10.55%,3.64%,风险预算_10%_预算20%,70.01%,-1.89%,75.00%,1.1020,,2.81%,10.00%,risk_budget,20.00%
-6.41%,-6.50%,23,,2020年,10.00%,1.46,风险预算测试,6.33%,13.59%,9.63%,6.43%,风险预算_10%_预算20%,70.01%,-6.88%,66.67%,1.0927,,2.81%,10.00%,risk_budget,20.00%
-6.41%,-6.50%,23,,2021年,10.00%,1.97,风险预算测试,6.33%,14.04%,12.17%,5.92%,风险预算_10%_预算20%,70.01%,-3.35%,66.67%,1.1172,,2.81%,10.00%,risk_budget,20.00%
-6.41%,-6.50%,23,,2022年,10.00%,1.23,风险预算测试,6.33%,11.89%,7.67%,6.17%,风险预算_10%_预算20%,70.01%,-4.98%,66.67%,1.0736,,2.81%,10.00%,risk_budget,20.00%
-6.41%,-6.50%,23,,2023年,10.00%,3.00,风险预算测试,6.33%,12.12%,10.63%,3.38%,风险预算_10%_预算20%,70.01%,-2.05%,66.67%,1.1019,,2.81%,10.00%,risk_budget,20.00%
-6.41%,-6.50%,23,,2024年,10.00%,2.37,风险预算测试,6.33%,11.26%,11.21%,4.52%,风险预算_10%_预算20%,70.01%,-2.69%,75.00%,1.1074,,2.81%,10.00%,risk_budget,20.00%
-6.41%,-6.50%,23,,2025年,10.00%,1.78,风险预算测试,6.33%,13.09%,8.62%,4.71%,风险预算_10%_预算20%,70.01%,-2.89%,83.33%,1.0830,,2.81%,10.00%,risk_budget,20.00%
-6.41%,-6.50%,23,,2026年,10.00%,3.25,风险预算测试,6.33%,13.18%,24.10%,6.71%,风险预算_10%_预算20%,70.01%,-2.43%,100.00%,1.0492,,2.81%,10.00%,risk_budget,20.00%
-6.47%,-6.57%,23,,全局 (Total),10.00%,1.87,风险预算测试,6.40%,12.87%,9.91%,5.11%,风险预算_10%_预算25%,69.13%,-6.92%,72.73%,2.1115,,3.64%,10.00%,risk_budget,25.00%
-6.47%,-6.57%,23,,训练期 (2018-2020),10.00%,1.66,风险预算测试,6.40%,13.49%,8.59%,5.03%,风险预算_10%_预算25%,69.13%,-6.92%,72.22%,1.2679,,3.64%,10.00%,risk_budget,25.00%
-6.47%,-6.57%,23,,验证期 (2021-2026),10.00%,1.99,风险预算测试,6.40%,12.52%,10.67%,5.15%,风险预算_10%_预算25%,69.13%,-4.98%,73.02%,1.6653,,3.64%,10.00%,risk_budget,25.00%
-6.47%,-6.57%,23,,2018年,10.00%,1.11,风险预算测试,6.40%,13.03%,4.94%,4.42%,风险预算_10%_预算25%,69.13%,-3.45%,66.67%,1.0468,,3.64%,10.00%,risk_budget,25.00%
-6.47%,-6.57%,23,,2019年,10.00%,2.80,风险预算测试,6.40%,13.86%,10.93%,3.73%,风险预算_10%_预算25%,69.13%,-1.98%,83.33%,1.1057,,3.64%,10.00%,risk_budget,25.00%
-6.47%,-6.57%,23,,2020年,10.00%,1.48,风险预算测试,6.40%,13.59%,9.92%,6.53%,风险预算_10%_预算25%,69.13%,-6.92%,66.67%,1.0955,,3.64%,10.00%,risk_budget,25.00%
-6.47%,-6.57%,23,,2021年,10.00%,1.92,风险预算测试,6.40%,14.05%,11.93%,5.97%,风险预算_10%_预算25%,69.13%,-3.31%,66.67%,1.1148,,3.64%,10.00%,risk_budget,25.00%
-6.47%,-6.57%,23,,2022年,10.00%,1.21,风险预算测试,6.40%,11.89%,7.52%,6.17%,风险预算_10%_预算25%,69.13%,-4.98%,66.67%,1.0721,,3.64%,10.00%,risk_budget,25.00%
-6.47%,-6.57%,23,,2023年,10.00%,3.00,风险预算测试,6.40%,12.12%,10.69%,3.40%,风险预算_10%_预算25%,69.13%,-2.05%,66.67%,1.1025,,3.64%,10.00%,risk_budget,25.00%
-6.47%,-6.57%,23,,2024年,10.00%,2.36,风险预算测试,6.40%,11.26%,11.31%,4.59%,风险预算_10%_预算25%,69.13%,-2.69%,75.00%,1.1083,,3.64%,10.00%,risk_budget,25.00%
-6.47%,-6.57%,23,,2025年,10.00%,1.86,风险预算测试,6.40%,13.11%,9.08%,4.73%,风险预算_10%_预算25%,69.13%,-2.88%,83.33%,1.0875,,3.64%,10.00%,risk_budget,25.00%
-6.47%,-6.57%,23,,2026年,10.00%,3.18,风险预算测试,6.40%,13.21%,23.80%,6.80%,风险预算_10%_预算25%,69.13%,-2.47%,100.00%,1.0486,,3.64%,10.00%,risk_budget,25.00%
